Date,tavg,tmin,tmax,prcp,Day of Week,Month,Wthr Desc.,Things Watched
2017-09-02,74.3,59.0,89.06,0.0,Saturday,September,good,0.0
2017-09-03,75.38,62.06,89.06,0.0,Sunday,September,good,0.0
2017-09-04,74.84,60.08,87.08,0.0,Monday,September,good,0.0
2017-09-05,75.2,66.02,82.94,0.0,Tuesday,September,good,0.0
2017-09-06,72.5,64.94,82.04,0.0,Wednesday,September,good,0.0
2017-09-07,69.62,64.04,75.92,,Thursday,September,bad,0.0
2017-09-08,68.72,66.02,73.04,0.0,Friday,September,good,0.0
2017-09-09,64.22,62.06,69.08,,Saturday,September,bad,0.0
2017-09-10,66.02,59.0,73.94,0.0,Sunday,September,good,6.0
2017-09-11,65.12,50.0,80.06,0.0,Monday,September,good,1.0
2017-09-12,68.36,57.02,77.0,0.0,Tuesday,September,good,1.0
2017-09-13,62.24,55.04,69.08,0.0,Wednesday,September,good,2.0
2017-09-14,62.96,53.06,73.94,0.0,Thursday,September,good,1.0
2017-09-15,61.16,46.94,75.02,0.0,Friday,September,good,2.0
2017-09-16,60.8,50.0,75.02,0.0,Saturday,September,good,0.0
2017-09-17,58.1,53.96,66.02,,Sunday,September,bad,5.0
2017-09-18,56.12,51.98,62.96,,Monday,September,bad,0.0
2017-09-19,55.04,51.08,60.98,,Tuesday,September,bad,4.0
2017-09-20,53.6,51.08,57.02,,Wednesday,September,bad,0.0
2017-09-21,54.68,51.08,64.04,,Thursday,September,bad,0.0
2017-09-22,58.64,51.08,69.08,0.0,Friday,September,good,3.0
2017-09-23,60.98,53.96,69.08,0.0,Saturday,September,good,3.0
2017-09-24,59.36,48.02,71.96,0.0,Sunday,September,good,2.0
2017-09-25,61.7,57.02,66.02,,Monday,September,bad,1.0
2017-09-26,62.6,53.06,73.04,0.0,Tuesday,September,good,3.0
2017-09-27,65.12,53.06,78.98,0.0,Wednesday,September,good,4.0
2017-09-28,68.18,53.06,87.08,0.0,Thursday,September,good,0.0
2017-09-29,62.6,57.92,68.0,,Friday,September,bad,0.0
2017-09-30,58.64,55.04,66.02,,Saturday,September,bad,3.0
2017-10-01,57.02,51.08,62.06,,Sunday,October,bad,0.0
2017-10-02,53.42,46.94,62.06,0.0,Monday,October,good,0.0
2017-10-03,55.58,42.98,69.08,0.0,Tuesday,October,good,1.0
2017-10-04,54.86,42.98,68.0,0.0,Wednesday,October,good,0.0
2017-10-05,54.5,42.08,69.08,0.0,Thursday,October,good,2.0
2017-10-06,55.22,46.04,66.92,0.0,Friday,October,good,0.0
2017-10-07,56.3,50.0,62.96,,Saturday,October,bad,0.0
2017-10-08,52.34,46.94,60.98,,Sunday,October,bad,0.0
2017-10-09,51.8,41.0,64.04,0.0,Monday,October,good,1.0
2017-10-10,51.62,46.04,59.0,,Tuesday,October,bad,0.0
2017-10-11,49.46,44.06,57.02,,Wednesday,October,bad,0.0
2017-10-12,47.84,46.04,50.0,,Thursday,October,bad,2.0
2017-10-13,48.02,42.08,53.96,,Friday,October,bad,0.0
2017-10-14,46.4,37.04,57.02,0.0,Saturday,October,bad,0.0
2017-10-15,50.0,39.02,62.96,0.0,Sunday,October,bad,1.0
2017-10-16,52.52,42.98,64.04,0.0,Monday,October,good,2.0
2017-10-17,55.04,48.92,62.06,,Tuesday,October,bad,0.0
2017-10-18,54.32,48.02,66.02,,Wednesday,October,bad,0.0
2017-10-19,53.24,51.08,55.04,,Thursday,October,bad,3.0
2017-10-20,50.36,46.04,53.96,,Friday,October,bad,2.0
2017-10-21,49.64,44.96,59.0,,Saturday,October,bad,5.0
2017-10-22,56.48,50.0,60.08,,Sunday,October,bad,0.0
2017-10-23,54.32,48.02,66.02,0.0,Monday,October,good,0.0
2017-10-24,52.7,42.98,64.94,0.0,Tuesday,October,good,3.0
2017-10-25,50.54,42.98,60.08,,Wednesday,October,bad,0.0
2017-10-26,53.6,51.98,57.92,0.0,Thursday,October,good,0.0
2017-10-27,54.32,48.02,66.02,0.0,Friday,October,good,1.0
2017-10-28,52.34,44.06,64.04,0.0,Saturday,October,good,1.0
2017-10-29,50.0,46.04,55.94,0.0,Sunday,October,bad,0.0
2017-10-30,51.26,42.08,62.96,,Monday,October,bad,0.0
2017-10-31,46.58,37.04,60.08,0.0,Tuesday,October,bad,5.0
2017-11-01,51.98,48.02,55.94,,Wednesday,November,bad,0.0
2017-11-02,47.48,42.98,51.08,,Thursday,November,bad,1.0
2017-11-03,38.66,35.06,44.06,,Friday,November,bad,5.0
2017-11-04,39.02,35.96,42.08,,Saturday,November,bad,6.0
2017-11-05,37.76,35.96,41.0,,Sunday,November,bad,1.0
2017-11-06,40.1,35.96,46.94,0.0,Monday,November,bad,0.0
2017-11-07,43.52,35.96,48.92,0.0,Tuesday,November,bad,1.0
2017-11-08,49.64,44.06,55.94,,Wednesday,November,bad,1.0
2017-11-09,48.2,46.04,51.98,,Thursday,November,bad,2.0
2017-11-10,44.96,37.94,51.08,,Friday,November,bad,2.0
2017-11-11,46.76,37.04,53.96,,Saturday,November,bad,3.0
2017-11-12,50.9,48.02,55.94,,Sunday,November,bad,2.0
2017-11-13,50.18,46.04,55.04,,Monday,November,bad,4.0
2017-11-14,51.26,44.96,55.94,,Tuesday,November,bad,0.0
2017-11-15,48.02,44.06,55.04,,Wednesday,November,bad,5.0
2017-11-16,44.6,42.98,46.04,,Thursday,November,bad,0.0
2017-11-17,45.86,44.06,51.08,0.0,Friday,November,bad,4.0
2017-11-18,46.94,44.06,53.06,,Saturday,November,bad,0.0
2017-11-19,44.78,39.02,55.04,,Sunday,November,bad,2.0
2017-11-20,46.4,39.02,51.08,,Monday,November,bad,3.0
2017-11-21,46.22,37.04,55.04,,Tuesday,November,bad,4.0
2017-11-22,59.18,53.96,69.08,,Wednesday,November,bad,1.0
2017-11-23,54.86,48.92,60.98,,Thursday,November,bad,1.0
2017-11-24,49.82,48.02,53.06,,Friday,November,bad,2.0
2017-11-25,47.48,42.98,50.0,,Saturday,November,bad,4.0
2017-11-26,49.28,42.98,55.94,,Sunday,November,bad,0.0
2017-11-27,46.04,42.98,51.08,,Monday,November,bad,4.0
2017-11-28,45.14,44.06,46.94,,Tuesday,November,bad,1.0
2017-11-29,46.22,42.98,51.98,,Wednesday,November,bad,0.0
2017-11-30,44.42,42.08,46.94,,Thursday,November,bad,0.0
2017-12-01,44.42,39.92,48.92,,Friday,December,bad,0.0
2017-12-02,42.8,41.0,44.06,,Saturday,December,bad,1.0
2017-12-03,42.26,39.02,44.96,,Sunday,December,bad,2.0
2017-12-04,36.14,32.0,39.92,,Monday,December,bad,0.0
2017-12-05,38.12,33.08,46.04,0.0,Tuesday,December,bad,2.0
2017-12-06,42.26,37.04,51.98,0.0,Wednesday,December,bad,0.0
2017-12-07,37.58,30.92,50.0,0.0,Thursday,December,bad,0.0
2017-12-08,33.26,30.02,37.04,0.0,Friday,December,bad,0.0
2017-12-09,34.16,28.94,41.0,0.0,Saturday,December,bad,0.0
2017-12-10,37.22,32.0,46.94,0.0,Sunday,December,bad,0.0
2017-12-11,36.32,28.94,48.02,0.0,Monday,December,bad,0.0
2017-12-12,37.4,30.92,44.96,0.0,Tuesday,December,bad,0.0
2017-12-13,40.64,32.0,48.02,0.0,Wednesday,December,bad,0.0
2017-12-14,39.38,33.08,48.92,0.0,Thursday,December,bad,0.0
2017-12-15,41.0,37.04,44.06,,Friday,December,bad,0.0
2017-12-16,41.9,37.04,46.04,,Saturday,December,bad,0.0
2017-12-17,47.84,42.98,51.98,,Sunday,December,bad,3.0
2017-12-18,47.48,42.98,51.08,,Monday,December,bad,0.0
2017-12-19,44.6,42.08,51.08,,Tuesday,December,bad,0.0
2017-12-20,39.38,30.92,44.96,,Wednesday,December,bad,0.0
2017-12-21,35.6,30.02,42.08,,Thursday,December,bad,0.0
2017-12-22,39.02,37.04,41.0,,Friday,December,bad,0.0
2017-12-23,34.88,30.02,39.92,0.0,Saturday,December,bad,2.0
2017-12-24,33.8,30.02,39.02,,Sunday,December,bad,1.0
2017-12-25,33.62,32.0,35.06,,Monday,December,bad,1.0
2017-12-26,35.06,32.0,39.92,0.0,Tuesday,December,bad,0.0
2017-12-27,36.86,33.98,39.92,0.0,Wednesday,December,bad,1.0
2017-12-28,44.42,39.02,48.92,,Thursday,December,bad,0.0
2017-12-29,47.84,44.06,55.04,,Friday,December,bad,2.0
2017-12-30,45.5,41.0,48.92,,Saturday,December,bad,3.0
2017-12-31,,,,,Sunday,December,bad,0.0
2018-01-01,36.5,30.02,44.06,0.0,Monday,January,bad,0.0
2018-01-02,39.2,35.96,42.98,0.0,Tuesday,January,bad,1.0
2018-01-03,39.56,30.02,48.92,0.0,Wednesday,January,bad,0.0
2018-01-04,41.72,35.06,46.04,,Thursday,January,bad,3.0
2018-01-05,47.84,44.96,50.0,,Friday,January,bad,4.0
2018-01-06,46.4,44.06,48.92,,Saturday,January,bad,3.0
2018-01-07,44.24,42.08,46.04,,Sunday,January,bad,0.0
2018-01-08,45.86,42.08,48.02,,Monday,January,bad,1.0
2018-01-09,45.68,44.06,46.94,,Tuesday,January,bad,1.0
2018-01-10,44.6,42.98,46.94,,Wednesday,January,bad,0.0
2018-01-11,46.94,42.98,51.08,,Thursday,January,bad,2.0
2018-01-12,51.44,48.92,53.96,,Friday,January,bad,1.0
2018-01-13,50.36,46.94,55.94,,Saturday,January,bad,1.0
2018-01-14,46.22,42.08,55.04,0.0,Sunday,January,bad,0.0
2018-01-15,50.36,41.0,64.04,,Monday,January,bad,3.0
2018-01-16,50.54,44.96,55.94,,Tuesday,January,bad,1.0
2018-01-17,50.72,42.98,57.92,,Wednesday,January,bad,6.0
2018-01-18,45.86,39.92,53.06,,Thursday,January,bad,6.0
2018-01-19,43.52,37.94,48.02,,Friday,January,bad,0.0
2018-01-20,45.32,41.0,50.0,,Saturday,January,bad,6.0
2018-01-21,48.92,42.08,53.96,,Sunday,January,bad,4.0
2018-01-22,44.24,39.92,48.02,,Monday,January,bad,0.0
2018-01-23,43.52,41.0,46.04,,Tuesday,January,bad,0.0
2018-01-24,46.22,42.08,48.92,,Wednesday,January,bad,5.0
2018-01-25,41.36,37.94,44.96,,Thursday,January,bad,1.0
2018-01-26,41.18,39.92,42.98,,Friday,January,bad,2.0
2018-01-27,46.22,42.08,50.0,,Saturday,January,bad,0.0
2018-01-28,48.92,44.06,57.92,,Sunday,January,bad,0.0
2018-01-29,48.02,44.96,51.08,,Monday,January,bad,6.0
2018-01-30,44.96,42.08,48.92,,Tuesday,January,bad,3.0
2018-01-31,44.24,41.0,46.94,,Wednesday,January,bad,0.0
2018-02-01,45.5,44.06,46.94,,Thursday,February,bad,0.0
2018-02-02,51.62,44.96,55.94,,Friday,February,bad,0.0
2018-02-03,51.08,50.0,51.98,,Saturday,February,bad,2.0
2018-02-04,53.6,51.08,57.02,,Sunday,February,bad,2.0
2018-02-05,49.28,46.94,51.08,,Monday,February,bad,0.0
2018-02-06,48.56,46.04,51.08,,Tuesday,February,bad,1.0
2018-02-07,51.62,48.02,55.04,,Wednesday,February,bad,0.0
2018-02-08,51.44,44.96,55.04,,Thursday,February,bad,2.0
2018-02-09,44.6,41.0,48.92,,Friday,February,bad,0.0
2018-02-10,39.92,35.06,44.96,0.0,Saturday,February,bad,0.0
2018-02-11,39.2,33.08,46.94,0.0,Sunday,February,bad,0.0
2018-02-12,39.38,33.08,46.04,0.0,Monday,February,bad,0.0
2018-02-13,39.02,28.94,50.0,,Tuesday,February,bad,2.0
2018-02-14,40.64,37.94,42.98,,Wednesday,February,bad,0.0
2018-02-15,,,,,Thursday,February,bad,0.0
2018-02-16,45.14,42.08,48.02,,Friday,February,bad,0.0
2018-02-17,46.76,42.98,51.08,,Saturday,February,bad,1.0
2018-02-18,36.86,33.08,42.08,,Sunday,February,bad,2.0
2018-02-19,33.62,30.02,37.04,0.0,Monday,February,bad,0.0
2018-02-20,33.08,28.94,37.04,0.0,Tuesday,February,bad,3.0
2018-02-21,31.1,24.98,35.96,,Wednesday,February,bad,0.0
2018-02-22,32.9,28.04,39.02,,Thursday,February,bad,0.0
2018-02-23,32.18,24.98,39.92,,Friday,February,bad,0.0
2018-02-24,40.64,37.04,44.06,,Saturday,February,bad,0.0
2018-02-25,41.72,37.94,44.06,,Sunday,February,bad,0.0
2018-02-26,38.3,30.92,46.94,0.0,Monday,February,bad,0.0
2018-02-27,42.44,37.04,48.02,,Tuesday,February,bad,0.0
2018-02-28,43.7,39.92,48.02,,Wednesday,February,bad,0.0
2018-03-01,44.24,37.04,51.08,,Thursday,March,bad,0.0
2018-03-02,41.36,37.04,46.94,,Friday,March,bad,0.0
2018-03-03,41.18,32.0,51.08,0.0,Saturday,March,bad,0.0
2018-03-04,39.74,33.08,48.92,,Sunday,March,bad,4.0
2018-03-05,44.06,39.92,48.92,0.0,Monday,March,bad,0.0
2018-03-06,44.06,35.06,51.98,0.0,Tuesday,March,bad,0.0
2018-03-07,42.98,35.06,50.0,0.3,Wednesday,March,bad,1.0
2018-03-08,46.76,41.0,53.96,,Thursday,March,bad,0.0
2018-03-09,45.5,39.02,50.0,,Friday,March,bad,0.0
2018-03-10,43.7,32.0,57.92,0.0,Saturday,March,bad,2.0
2018-03-11,,,,,Sunday,March,bad,1.0
2018-03-12,56.48,41.0,73.04,0.0,Monday,March,good,0.0
2018-03-13,57.74,46.94,66.92,,Tuesday,March,bad,0.0
2018-03-14,,,,,Wednesday,March,bad,0.0
2018-03-15,44.24,33.08,55.94,0.0,Thursday,March,bad,1.0
2018-03-16,47.12,35.06,57.02,0.0,Friday,March,bad,0.0
2018-03-17,46.22,37.04,55.94,0.0,Saturday,March,bad,0.0
2018-03-18,48.02,41.0,55.94,0.0,Sunday,March,bad,0.0
2018-03-19,45.86,37.04,53.96,0.0,Monday,March,bad,1.0
2018-03-20,44.42,33.08,55.04,0.0,Tuesday,March,bad,0.0
2018-03-21,46.22,35.06,59.0,,Wednesday,March,bad,0.0
2018-03-22,44.6,39.92,48.92,,Thursday,March,bad,0.0
2018-03-23,42.08,37.04,48.92,,Friday,March,bad,0.0
2018-03-24,43.16,35.06,48.92,,Saturday,March,bad,1.0
2018-03-25,43.88,35.96,53.06,,Sunday,March,bad,2.0
2018-03-26,45.32,42.08,48.02,,Monday,March,bad,0.0
2018-03-27,50.18,46.04,53.96,,Tuesday,March,bad,1.0
2018-03-28,48.74,44.96,53.06,,Wednesday,March,bad,0.0
2018-03-29,50.72,46.04,57.02,0.0,Thursday,March,good,0.0
2018-03-30,52.88,48.92,59.0,,Friday,March,bad,0.0
2018-03-31,51.26,46.04,59.0,0.0,Saturday,March,good,1.0
2018-04-01,46.22,39.02,51.08,,Sunday,April,bad,0.0
2018-04-02,44.78,37.94,53.96,0.0,Monday,April,bad,1.0
2018-04-03,47.12,42.08,51.08,0.0,Tuesday,April,bad,0.0
2018-04-04,46.04,42.08,48.92,,Wednesday,April,bad,0.0
2018-04-05,50.9,46.94,57.02,,Thursday,April,bad,1.0
2018-04-06,56.3,51.08,64.04,,Friday,April,bad,0.0
2018-04-07,54.14,51.08,62.96,,Saturday,April,bad,0.0
2018-04-08,49.82,48.02,53.06,,Sunday,April,bad,0.0
2018-04-09,53.06,46.04,62.06,0.0,Monday,April,good,1.0
2018-04-10,54.5,48.02,62.06,,Tuesday,April,bad,0.0
2018-04-11,50.54,44.96,57.02,,Wednesday,April,bad,0.0
2018-04-12,46.94,42.98,53.06,,Thursday,April,bad,0.0
2018-04-13,49.46,44.06,55.04,,Friday,April,bad,0.0
2018-04-14,50.18,48.02,53.96,,Saturday,April,bad,2.0
2018-04-15,48.02,44.96,51.08,,Sunday,April,bad,0.0
2018-04-16,45.86,42.98,48.02,,Monday,April,bad,1.0
2018-04-17,49.1,44.06,53.96,,Tuesday,April,bad,0.0
2018-04-18,48.92,42.08,57.92,,Wednesday,April,bad,0.0
2018-04-19,50.9,39.02,62.06,0.0,Thursday,April,good,0.0
2018-04-20,53.6,42.98,62.96,0.0,Friday,April,good,1.0
2018-04-21,51.44,46.94,57.02,,Saturday,April,bad,0.0
2018-04-22,50.9,44.96,57.92,0.0,Sunday,April,good,0.0
2018-04-23,54.68,41.0,66.92,0.0,Monday,April,good,0.0
2018-04-24,62.24,48.92,78.98,0.0,Tuesday,April,good,0.0
2018-04-25,61.88,50.0,73.94,0.0,Wednesday,April,good,1.0
2018-04-26,64.04,48.92,80.96,0.0,Thursday,April,good,0.0
2018-04-27,55.22,51.98,62.06,,Friday,April,bad,0.0
2018-04-28,51.8,48.92,55.94,,Saturday,April,bad,0.0
2018-04-29,54.86,48.92,62.96,0.0,Sunday,April,good,0.0
2018-04-30,53.06,48.92,57.92,,Monday,April,bad,0.0
2018-05-01,54.68,50.0,62.06,,Tuesday,May,bad,0.0
2018-05-02,57.02,44.96,68.0,0.0,Wednesday,May,good,0.0
2018-05-03,60.62,48.92,75.92,0.0,Thursday,May,good,0.0
2018-05-04,56.84,53.06,64.04,,Friday,May,bad,1.0
2018-05-05,58.64,51.08,68.0,,Saturday,May,bad,1.0
2018-05-06,62.78,55.04,75.02,0.0,Sunday,May,good,0.0
2018-05-07,60.62,55.04,68.0,0.0,Monday,May,good,0.0
2018-05-08,62.96,51.08,78.08,,Tuesday,May,bad,3.0
2018-05-09,60.62,57.02,66.92,,Wednesday,May,bad,0.0
2018-05-10,55.76,51.98,62.06,,Thursday,May,bad,0.0
2018-05-11,57.74,51.98,66.02,0.0,Friday,May,good,0.0
2018-05-12,61.7,48.02,73.94,0.0,Saturday,May,good,1.0
2018-05-13,67.64,53.06,82.94,0.0,Sunday,May,good,3.0
2018-05-14,70.88,57.02,84.92,0.0,Monday,May,good,0.0
2018-05-15,62.96,55.94,71.06,0.0,Tuesday,May,good,0.0
2018-05-16,60.8,57.02,68.0,0.0,Wednesday,May,good,0.0
2018-05-17,59.54,55.04,64.94,0.0,Thursday,May,good,3.0
2018-05-18,59.72,55.04,66.02,,Friday,May,bad,3.0
2018-05-19,63.32,57.92,71.96,,Saturday,May,bad,4.0
2018-05-20,60.26,55.04,66.92,,Sunday,May,bad,6.0
2018-05-21,61.88,53.96,71.06,0.0,Monday,May,good,8.0
2018-05-22,65.66,53.96,77.0,0.0,Tuesday,May,good,0.0
2018-05-23,68.54,57.02,78.98,0.0,Wednesday,May,good,0.0
2018-05-24,62.6,57.02,69.98,,Thursday,May,bad,0.0
2018-05-25,60.08,53.96,68.0,0.0,Friday,May,good,3.0
2018-05-26,59.9,53.06,66.02,,Saturday,May,bad,0.0
2018-05-27,62.78,50.0,75.02,0.0,Sunday,May,good,2.0
2018-05-28,61.34,53.06,69.98,0.0,Monday,May,good,3.0
2018-05-29,57.74,53.06,64.04,,Tuesday,May,bad,0.0
2018-05-30,57.38,50.0,66.02,0.0,Wednesday,May,good,0.0
2018-05-31,56.48,51.98,62.96,0.0,Thursday,May,good,0.0
2018-06-01,59.18,50.0,68.0,0.0,Friday,June,good,2.0
2018-06-02,64.76,53.96,75.92,0.0,Saturday,June,good,0.0
2018-06-03,59.54,55.04,64.94,,Sunday,June,bad,0.0
2018-06-04,57.92,51.98,64.94,,Monday,June,bad,1.0
2018-06-05,59.9,50.0,69.08,0.0,Tuesday,June,good,1.0
2018-06-06,62.96,50.0,75.92,0.0,Wednesday,June,good,1.0
2018-06-07,61.7,57.02,68.0,0.0,Thursday,June,good,4.0
2018-06-08,59.18,55.04,64.04,,Friday,June,bad,0.0
2018-06-09,55.94,51.08,62.06,,Saturday,June,bad,0.0
2018-06-10,55.4,50.0,62.96,,Sunday,June,bad,1.0
2018-06-11,58.1,48.02,68.0,0.0,Monday,June,good,3.0
2018-06-12,59.36,46.94,68.0,,Tuesday,June,bad,1.0
2018-06-13,60.98,55.04,68.0,,Wednesday,June,bad,0.0
2018-06-14,60.62,55.94,66.02,0.0,Thursday,June,good,0.0
2018-06-15,62.24,50.0,71.96,0.0,Friday,June,good,2.0
2018-06-16,65.3,53.06,75.92,,Saturday,June,bad,4.0
2018-06-17,71.96,57.92,84.92,0.0,Sunday,June,good,3.0
2018-06-18,73.94,60.08,87.98,0.0,Monday,June,good,6.0
2018-06-19,72.14,59.0,86.0,0.0,Tuesday,June,good,3.0
2018-06-20,75.38,66.02,84.92,0.0,Wednesday,June,good,4.0
2018-06-21,64.4,60.98,69.98,0.0,Thursday,June,good,10.0
2018-06-22,63.5,60.08,69.08,,Friday,June,bad,6.0
2018-06-23,63.32,57.92,73.04,,Saturday,June,bad,0.0
2018-06-24,64.94,55.04,77.0,0.0,Sunday,June,good,0.0
2018-06-25,63.86,57.92,73.04,,Monday,June,bad,2.0
2018-06-26,63.32,55.94,71.96,0.0,Tuesday,June,good,0.0
2018-06-27,62.24,55.94,68.0,0.0,Wednesday,June,good,2.0
2018-06-28,61.88,57.02,66.92,0.0,Thursday,June,good,0.0
2018-06-29,64.94,57.92,71.96,,Friday,June,bad,0.0
2018-06-30,62.96,59.0,66.02,,Saturday,June,bad,0.0
2018-07-01,62.42,57.92,69.98,,Sunday,July,bad,0.0
2018-07-02,62.06,55.04,69.98,0.0,Monday,July,good,0.0
2018-07-03,63.5,51.08,75.02,0.0,Tuesday,July,good,0.0
2018-07-04,69.8,57.92,84.02,,Wednesday,July,bad,0.0
2018-07-05,72.32,60.98,84.92,0.0,Thursday,July,good,0.0
2018-07-06,69.08,59.0,78.98,,Friday,July,bad,0.0
2018-07-07,67.28,60.98,75.02,0.0,Saturday,July,good,0.0
2018-07-08,68.9,55.94,78.98,0.0,Sunday,July,good,0.0
2018-07-09,65.84,59.0,73.04,,Monday,July,bad,0.0
2018-07-10,66.2,60.08,75.02,0.0,Tuesday,July,good,0.0
2018-07-11,69.8,59.0,80.06,0.0,Wednesday,July,good,0.0
2018-07-12,74.12,59.0,87.08,0.0,Thursday,July,good,2.0
2018-07-13,74.84,64.04,84.92,0.0,Friday,July,good,0.0
2018-07-14,74.12,62.06,84.92,0.0,Saturday,July,good,4.0
2018-07-15,77.9,62.06,91.04,0.0,Sunday,July,good,2.0
2018-07-16,76.82,62.06,89.96,0.0,Monday,July,good,5.0
2018-07-17,73.22,62.06,86.0,0.0,Tuesday,July,good,0.0
2018-07-18,68.72,62.96,78.98,0.0,Wednesday,July,good,0.0
2018-07-19,63.68,59.0,68.0,0.0,Thursday,July,good,0.0
2018-07-20,65.84,57.92,73.94,0.0,Friday,July,good,1.0
2018-07-21,67.46,55.04,78.08,0.0,Saturday,July,good,0.0
2018-07-22,72.32,55.94,86.0,0.0,Sunday,July,good,0.0
2018-07-23,76.46,60.98,89.96,0.0,Monday,July,good,0.0
2018-07-24,75.92,62.06,87.98,0.0,Tuesday,July,good,2.0
2018-07-25,76.82,62.06,89.06,0.0,Wednesday,July,good,4.0
2018-07-26,78.26,62.96,91.94,0.0,Thursday,July,good,0.0
2018-07-27,74.48,62.06,87.08,0.0,Friday,July,good,2.0
2018-07-28,73.04,62.06,84.92,0.0,Saturday,July,good,1.0
2018-07-29,77.36,62.96,91.94,0.0,Sunday,July,good,5.0
2018-07-30,77.72,66.92,89.06,0.0,Monday,July,good,6.0
2018-07-31,69.98,62.06,82.04,0.0,Tuesday,July,good,6.0
2018-08-01,67.1,62.06,77.0,0.0,Wednesday,August,good,8.0
2018-08-02,64.22,60.08,71.06,,Thursday,August,bad,0.0
2018-08-03,66.56,60.08,73.94,,Friday,August,bad,4.0
2018-08-04,68.72,57.02,80.06,0.0,Saturday,August,good,0.0
2018-08-05,71.6,59.0,84.92,0.0,Sunday,August,good,0.0
2018-08-06,74.12,62.06,87.08,0.0,Monday,August,good,2.0
2018-08-07,76.1,62.06,89.96,0.0,Tuesday,August,good,0.0
2018-08-08,77.72,62.96,93.02,0.0,Wednesday,August,good,3.0
2018-08-09,77.36,64.94,91.04,0.0,Thursday,August,good,0.0
2018-08-10,74.12,64.94,84.02,0.0,Friday,August,good,0.0
2018-08-11,68.54,64.04,73.94,,Saturday,August,bad,0.0
2018-08-12,67.28,62.06,73.04,0.0,Sunday,August,good,0.0
2018-08-13,68.72,60.08,78.08,0.0,Monday,August,good,3.0
2018-08-14,72.5,60.08,84.02,0.0,Tuesday,August,good,0.0
2018-08-15,73.4,62.06,86.0,0.0,Wednesday,August,good,0.0
2018-08-16,66.56,60.98,73.94,0.0,Thursday,August,good,0.0
2018-08-17,65.48,57.02,73.94,0.0,Friday,August,good,0.0
2018-08-18,67.82,55.04,80.06,0.0,Saturday,August,good,0.0
